PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate
4500016988,20 09 2022,1001,4,1,10004,79,13 10 2022,10 10 2022,11 10 2022,11 10 2022,10 10 2022,10 10 2022
4500016989,14 12 2023,1001,4,1,10004,73,6 01 2024,5 01 2024,4 01 2024,4 01 2024,3 01 2024,3 01 2024
4500016990,13 10 2022,1001,4,1,10004,83,5 11 2022,4 11 2022,3 11 2022,3 11 2022,2 11 2022,2 11 2022
4500016991,28 05 2022,1002,8,1,10008,83,21 06 2022,17 06 2022,19 06 2022,19 06 2022,17 06 2022,17 06 2022
4500016992,15 02 2023,1002,8,2,20008,74,11 03 2023,11 03 2023,9 03 2023,9 03 2023,7 03 2023,7 03 2023
4500016993,22 08 2022,1001,4,2,20004,82,14 09 2022,12 09 2022,12 09 2022,12 09 2022,11 09 2022,11 09 2022
4500016994,24 03 2022,1002,8,1,10008,80,17 04 2022,15 04 2022,15 04 2022,15 04 2022,13 04 2022,13 04 2022
4500016995,10 12 2022,1001,4,2,20004,81,2 01 2023,28 12 2022,31 12 2022,31 12 2022,30 12 2022,30 12 2022
4500016996,19 03 2023,1002,8,1,10008,70,12 04 2023,11 04 2023,10 04 2023,10 04 2023,8 04 2023,8 04 2023
4500016997,25 11 2022,1002,8,1,10008,76,19 12 2022,15 12 2022,17 12 2022,17 12 2022,15 12 2022,15 12 2022
4500016998,30 08 2024,1001,4,1,10004,74,22 09 2024,18 09 2024,20 09 2024,20 09 2024,19 09 2024,19 09 2024
4500016999,27 08 2022,1003,6,1,10006,81,19 09 2022,16 09 2022,17 09 2022,17 09 2022,16 09 2022,16 09 2022
4500017000,14 05 2024,1002,8,2,20008,72,7 06 2024,6 06 2024,5 06 2024,5 06 2024,3 06 2024,3 06 2024
4500017001,26 11 2022,1001,4,1,10004,67,19 12 2022,19 12 2022,17 12 2022,17 12 2022,16 12 2022,16 12 2022
4500017002,12 10 2022,1002,8,2,20008,83,5 11 2022,2 11 2022,3 11 2022,3 11 2022,1 11 2022,1 11 2022
4500017003,4 01 2022,1002,8,1,10008,79,28 01 2022,28 01 2022,26 01 2022,26 01 2022,24 01 2022,24 01 2022
4500017004,1 05 2023,1003,6,1,10006,74,24 05 2023,22 05 2023,22 05 2023,22 05 2023,21 05 2023,21 05 2023
4500017005,22 10 2022,1001,4,1,10004,73,14 11 2022,11 11 2022,12 11 2022,12 11 2022,11 11 2022,11 11 2022
4500017006,24 11 2023,1002,5,1,10005,79,17 12 2023,17 12 2023,15 12 2023,15 12 2023,14 12 2023,14 12 2023
4500017007,4 04 2024,1001,4,1,10004,73,27 04 2024,26 04 2024,25 04 2024,25 04 2024,24 04 2024,24 04 2024
4500017008,11 01 2022,1002,8,2,20008,78,4 02 2022,4 02 2022,2 02 2022,2 02 2022,31 01 2022,31 01 2022
4500017009,27 09 2024,1002,8,1,10008,79,21 10 2024,21 10 2024,19 10 2024,19 10 2024,17 10 2024,17 10 2024
4500017010,9 11 2024,1003,6,1,10006,81,2 12 2024,27 11 2024,30 11 2024,30 11 2024,29 11 2024,29 11 2024
4500017011,28 05 2023,1003,6,1,10006,86,20 06 2023,16 06 2023,18 06 2023,18 06 2023,17 06 2023,17 06 2023
4500017012,17 12 2021,1001,4,2,20004,73,9 01 2022,6 01 2022,7 01 2022,7 01 2022,6 01 2022,6 01 2022
4500017013,11 08 2022,1001,4,1,10004,80,3 09 2022,2 09 2022,1 09 2022,1 09 2022,31 08 2022,31 08 2022
4500017014,19 02 2022,1002,5,1,10005,73,14 03 2022,11 03 2022,12 03 2022,12 03 2022,11 03 2022,11 03 2022
4500017015,26 12 2021,1001,4,1,10004,79,18 01 2022,27 01 2022,16 01 2022,25 01 2022,15 01 2022,24 01 2022
4500017016,22 04 2023,1003,6,1,10006,68,15 05 2023,15 05 2023,13 05 2023,13 05 2023,12 05 2023,12 05 2023
4500017017,20 09 2024,1002,5,1,10005,84,13 10 2024,11 10 2024,11 10 2024,11 10 2024,10 10 2024,10 10 2024
4500017018,10 01 2022,1001,4,2,20004,77,2 02 2022,31 01 2022,31 01 2022,31 01 2022,30 01 2022,30 01 2022
4500017019,2 11 2024,1003,6,1,10006,79,25 11 2024,4 12 2024,23 11 2024,2 12 2024,22 11 2024,1 12 2024
4500017020,23 08 2024,1001,4,1,10004,71,15 09 2024,11 09 2024,13 09 2024,13 09 2024,12 09 2024,12 09 2024
4500017021,28 02 2022,1001,4,1,10004,78,23 03 2022,23 03 2022,21 03 2022,21 03 2022,20 03 2022,20 03 2022
4500017022,10 03 2023,1001,4,1,10004,83,2 04 2023,29 03 2023,31 03 2023,31 03 2023,30 03 2023,30 03 2023
4500017023,5 02 2023,1002,5,1,10005,83,28 02 2023,23 02 2023,26 02 2023,26 02 2023,25 02 2023,25 02 2023
4500017024,12 12 2021,1001,4,1,10004,70,4 01 2022,14 01 2022,2 01 2022,12 01 2022,1 01 2022,11 01 2022
4500017025,24 05 2023,1003,6,1,10006,71,16 06 2023,23 06 2023,14 06 2023,21 06 2023,13 06 2023,20 06 2023
4500017026,24 12 2022,1003,6,1,10006,82,16 01 2023,11 01 2023,14 01 2023,14 01 2023,13 01 2023,13 01 2023
4500017027,21 08 2023,1002,8,1,10008,73,14 09 2023,14 09 2023,12 09 2023,12 09 2023,10 09 2023,10 09 2023
4500017028,12 02 2024,1001,4,2,20004,81,6 03 2024,6 03 2024,4 03 2024,4 03 2024,3 03 2024,3 03 2024
4500017029,9 05 2023,1003,6,1,10006,70,1 06 2023,29 05 2023,30 05 2023,30 05 2023,29 05 2023,29 05 2023
4500017030,3 06 2023,1002,5,1,10005,83,26 06 2023,6 07 2023,24 06 2023,4 07 2023,23 06 2023,3 07 2023
4500017031,1 12 2024,1001,4,1,10004,66,24 12 2024,23 12 2024,22 12 2024,22 12 2024,21 12 2024,21 12 2024
4500017032,23 02 2022,1002,5,1,10005,68,18 03 2022,15 03 2022,16 03 2022,16 03 2022,15 03 2022,15 03 2022
4500017033,2 07 2023,1001,4,2,20004,71,25 07 2023,3 08 2023,23 07 2023,1 08 2023,22 07 2023,31 07 2023
4500017034,20 03 2023,1002,5,2,20005,67,12 04 2023,11 04 2023,10 04 2023,10 04 2023,9 04 2023,9 04 2023
4500017035,21 09 2024,1003,6,2,20006,74,14 10 2024,11 10 2024,12 10 2024,12 10 2024,11 10 2024,11 10 2024
4500017036,9 01 2022,1001,4,2,20004,81,1 02 2022,31 01 2022,30 01 2022,30 01 2022,29 01 2022,29 01 2022
4500017037,1 09 2024,1003,6,2,20006,72,24 09 2024,24 09 2024,22 09 2024,22 09 2024,21 09 2024,21 09 2024
4500017038,25 02 2022,1001,4,1,10004,78,20 03 2022,20 03 2022,18 03 2022,18 03 2022,17 03 2022,17 03 2022
4500017039,12 01 2022,1002,5,1,10005,70,4 02 2022,4 02 2022,2 02 2022,2 02 2022,1 02 2022,1 02 2022
4500017040,1 11 2023,1002,8,1,10008,72,25 11 2023,28 11 2023,23 11 2023,26 11 2023,21 11 2023,24 11 2023
4500017041,12 02 2022,1001,4,1,10004,78,7 03 2022,7 03 2022,5 03 2022,5 03 2022,4 03 2022,4 03 2022
4500017042,1 05 2024,1001,4,1,10004,75,24 05 2024,23 05 2024,22 05 2024,22 05 2024,21 05 2024,21 05 2024
4500017043,25 05 2022,1001,4,1,10004,78,17 06 2022,15 06 2022,15 06 2022,15 06 2022,14 06 2022,14 06 2022
4500017044,16 03 2022,1001,4,2,20004,76,8 04 2022,8 04 2022,6 04 2022,6 04 2022,5 04 2022,5 04 2022
4500017045,4 08 2022,1001,4,1,10004,70,27 08 2022,24 08 2022,25 08 2022,25 08 2022,24 08 2022,24 08 2022
4500017046,3 12 2023,1002,8,1,10008,79,27 12 2023,27 12 2023,25 12 2023,25 12 2023,23 12 2023,23 12 2023
4500017047,24 08 2022,1002,5,1,10005,75,16 09 2022,19 09 2022,14 09 2022,17 09 2022,13 09 2022,16 09 2022
4500017048,12 06 2022,1002,5,2,20005,80,5 07 2022,5 07 2022,3 07 2022,3 07 2022,2 07 2022,2 07 2022
4500017049,30 11 2024,1003,6,2,20006,75,23 12 2024,23 12 2024,21 12 2024,21 12 2024,20 12 2024,20 12 2024
4500017050,10 03 2022,1003,6,1,10006,77,2 04 2022,30 03 2022,31 03 2022,31 03 2022,30 03 2022,30 03 2022
4500017051,28 08 2022,1001,4,1,10004,81,20 09 2022,20 09 2022,18 09 2022,18 09 2022,17 09 2022,17 09 2022
4500017052,31 08 2023,1002,8,1,10008,73,24 09 2023,24 09 2023,22 09 2023,22 09 2023,20 09 2023,20 09 2023
4500017053,1 01 2023,1001,4,1,10004,77,24 01 2023,24 01 2023,22 01 2023,22 01 2023,21 01 2023,21 01 2023
4500017054,17 05 2024,1003,6,1,10006,72,9 06 2024,9 06 2024,7 06 2024,7 06 2024,6 06 2024,6 06 2024
4500017055,20 06 2022,1002,5,1,10005,78,13 07 2022,12 07 2022,11 07 2022,11 07 2022,10 07 2022,10 07 2022
4500017056,28 12 2022,1001,4,1,10004,95,20 01 2023,19 01 2023,18 01 2023,18 01 2023,17 01 2023,17 01 2023
4500017057,4 01 2023,1001,4,1,10004,85,27 01 2023,31 01 2023,25 01 2023,25 01 2023,24 01 2023,24 01 2023
4500017058,7 01 2022,1001,4,2,20004,75,30 01 2022,30 01 2022,28 01 2022,28 01 2022,27 01 2022,27 01 2022
4500017059,10 04 2024,1003,6,2,20006,71,3 05 2024,15 05 2024,1 05 2024,13 05 2024,30 04 2024,12 05 2024
4500017060,23 10 2022,1003,6,1,10006,73,15 11 2022,10 11 2022,13 11 2022,13 11 2022,12 11 2022,12 11 2022
4500017061,30 08 2024,1002,8,2,20008,83,23 09 2024,7 10 2024,21 09 2024,5 10 2024,19 09 2024,19 09 2024
4500017062,22 11 2022,1001,4,1,10004,86,15 12 2022,12 12 2022,13 12 2022,13 12 2022,12 12 2022,12 12 2022
4500017063,17 04 2024,1002,5,1,10005,75,10 05 2024,7 05 2024,8 05 2024,8 05 2024,7 05 2024,7 05 2024
4500017064,9 09 2024,1001,4,1,10004,73,2 10 2024,9 10 2024,30 09 2024,7 10 2024,29 09 2024,29 09 2024
4500017065,3 12 2023,1001,4,1,10004,81,26 12 2023,25 12 2023,24 12 2023,24 12 2023,23 12 2023,23 12 2023
4500017066,8 05 2022,1001,4,1,10004,75,31 05 2022,27 05 2022,29 05 2022,29 05 2022,28 05 2022,28 05 2022
4500017067,12 11 2023,1002,8,1,10008,62,6 12 2023,14 12 2023,4 12 2023,4 12 2023,2 12 2023,2 12 2023
4500017068,20 06 2023,1002,8,1,10008,83,14 07 2023,12 07 2023,12 07 2023,12 07 2023,10 07 2023,10 07 2023
4500017069,22 05 2024,1003,6,2,20006,77,14 06 2024,14 06 2024,12 06 2024,12 06 2024,11 06 2024,11 06 2024
4500017070,2 08 2022,1001,4,1,10004,82,25 08 2022,25 08 2022,23 08 2022,23 08 2022,22 08 2022,22 08 2022
4500017071,19 07 2023,1003,6,2,20006,77,11 08 2023,11 08 2023,9 08 2023,9 08 2023,8 08 2023,8 08 2023
4500017072,24 05 2023,1003,6,1,10006,76,16 06 2023,15 06 2023,14 06 2023,14 06 2023,13 06 2023,13 06 2023
4500017073,20 11 2024,1003,6,2,20006,72,13 12 2024,13 12 2024,11 12 2024,11 12 2024,10 12 2024,10 12 2024
4500017074,12 09 2022,1003,6,1,10006,76,5 10 2022,13 10 2022,3 10 2022,11 10 2022,2 10 2022,10 10 2022
4500017075,8 07 2024,1002,8,1,10008,59,1 08 2024,14 08 2024,30 07 2024,12 08 2024,28 07 2024,28 07 2024
4500017076,16 09 2022,1002,8,1,10008,73,10 10 2022,6 10 2022,8 10 2022,8 10 2022,6 10 2022,6 10 2022
4500017077,1 11 2022,1001,4,1,10004,76,24 11 2022,5 12 2022,22 11 2022,3 12 2022,21 11 2022,2 12 2022
4500017078,6 07 2024,1001,4,1,10004,86,29 07 2024,30 07 2024,27 07 2024,27 07 2024,26 07 2024,26 07 2024
4500017079,26 03 2024,1002,8,1,10008,81,19 04 2024,16 04 2024,17 04 2024,17 04 2024,15 04 2024,15 04 2024
4500017080,25 08 2024,1001,4,2,20004,76,17 09 2024,12 09 2024,15 09 2024,15 09 2024,14 09 2024,14 09 2024
4500017081,21 09 2023,1001,4,1,10004,71,14 10 2023,12 10 2023,12 10 2023,12 10 2023,11 10 2023,11 10 2023
4500017082,2 01 2024,1002,5,1,10005,73,25 01 2024,24 01 2024,23 01 2024,23 01 2024,22 01 2024,22 01 2024
4500017083,12 07 2023,1001,4,1,10004,73,4 08 2023,4 08 2023,2 08 2023,2 08 2023,1 08 2023,1 08 2023
4500017084,18 09 2022,1002,5,1,10005,81,11 10 2022,10 10 2022,9 10 2022,9 10 2022,8 10 2022,8 10 2022
4500017085,9 02 2024,1002,5,1,10005,75,3 03 2024,28 02 2024,1 03 2024,1 03 2024,29 02 2024,29 02 2024
4500017086,22 10 2023,1001,4,2,20004,76,14 11 2023,20 11 2023,12 11 2023,18 11 2023,11 11 2023,17 11 2023
4500017087,20 01 2024,1002,5,1,10005,81,12 02 2024,20 02 2024,10 02 2024,18 02 2024,9 02 2024,17 02 2024
4500017088,30 05 2023,1001,4,2,20004,78,22 06 2023,22 06 2023,20 06 2023,20 06 2023,19 06 2023,19 06 2023
4500017089,20 04 2024,1003,6,1,10006,73,13 05 2024,10 05 2024,11 05 2024,11 05 2024,10 05 2024,10 05 2024
4500017090,10 06 2022,1001,4,1,10004,82,3 07 2022,30 06 2022,1 07 2022,1 07 2022,30 06 2022,30 06 2022
4500017091,24 07 2023,1003,6,1,10006,79,16 08 2023,14 08 2023,14 08 2023,14 08 2023,13 08 2023,13 08 2023
4500017092,27 01 2023,1001,4,1,10004,74,19 02 2023,16 02 2023,17 02 2023,17 02 2023,16 02 2023,16 02 2023
4500017093,17 08 2022,1003,6,1,10006,79,9 09 2022,9 09 2022,7 09 2022,7 09 2022,6 09 2022,6 09 2022
4500017094,5 01 2022,1003,6,1,10006,72,28 01 2022,2 02 2022,26 01 2022,31 01 2022,25 01 2022,30 01 2022
4500017095,19 06 2023,1001,4,2,20004,77,12 07 2023,10 07 2023,10 07 2023,10 07 2023,9 07 2023,9 07 2023
4500017096,15 08 2022,1002,8,2,20008,82,8 09 2022,6 09 2022,6 09 2022,6 09 2022,4 09 2022,4 09 2022
4500017097,12 02 2023,1002,8,1,10008,87,8 03 2023,7 03 2023,6 03 2023,6 03 2023,4 03 2023,4 03 2023
4500017098,26 11 2024,1003,6,1,10006,84,19 12 2024,18 12 2024,17 12 2024,17 12 2024,16 12 2024,16 12 2024
4500017099,29 06 2024,1002,8,1,10008,69,23 07 2024,31 07 2024,21 07 2024,29 07 2024,19 07 2024,27 07 2024
4500017100,11 01 2024,1002,8,2,20008,86,4 02 2024,31 01 2024,2 02 2024,2 02 2024,31 01 2024,31 01 2024
4500017101,29 12 2022,1002,8,1,10008,85,22 01 2023,31 01 2023,20 01 2023,29 01 2023,18 01 2023,27 01 2023
4500017102,9 04 2023,1003,6,1,10006,71,2 05 2023,2 05 2023,30 04 2023,30 04 2023,29 04 2023,29 04 2023
4500017103,11 10 2023,1001,4,2,20004,71,3 11 2023,3 11 2023,1 11 2023,1 11 2023,31 10 2023,31 10 2023
4500017104,5 10 2022,1001,4,1,10004,79,28 10 2022,26 10 2022,26 10 2022,26 10 2022,25 10 2022,25 10 2022
4500017105,24 03 2023,1003,6,1,10006,81,16 04 2023,13 04 2023,14 04 2023,14 04 2023,13 04 2023,13 04 2023
4500017106,18 03 2024,1001,4,1,10004,73,10 04 2024,5 04 2024,8 04 2024,8 04 2024,7 04 2024,7 04 2024
4500017107,23 03 2022,1003,6,2,20006,75,15 04 2022,15 04 2022,13 04 2022,13 04 2022,12 04 2022,12 04 2022
4500017108,6 12 2023,1001,4,1,10004,83,29 12 2023,29 12 2023,27 12 2023,27 12 2023,26 12 2023,26 12 2023
4500017109,30 08 2023,1002,8,1,10008,78,23 09 2023,20 09 2023,21 09 2023,21 09 2023,19 09 2023,19 09 2023
4500017110,12 07 2022,1002,5,1,10005,72,4 08 2022,18 08 2022,2 08 2022,16 08 2022,1 08 2022,15 08 2022
4500017111,11 09 2022,1003,6,1,10006,83,4 10 2022,29 09 2022,2 10 2022,2 10 2022,1 10 2022,1 10 2022
4500017112,23 08 2023,1001,4,1,10004,69,15 09 2023,13 09 2023,13 09 2023,13 09 2023,12 09 2023,12 09 2023
4500017113,23 08 2022,1002,8,1,10008,82,16 09 2022,16 09 2022,14 09 2022,14 09 2022,12 09 2022,12 09 2022
4500017114,1 06 2024,1001,4,1,10004,78,24 06 2024,24 06 2024,22 06 2024,22 06 2024,21 06 2024,21 06 2024
4500017115,1 10 2023,1001,4,1,10004,76,24 10 2023,19 10 2023,22 10 2023,22 10 2023,21 10 2023,21 10 2023
4500017116,21 09 2022,1002,5,1,10005,73,14 10 2022,14 10 2022,12 10 2022,12 10 2022,11 10 2022,11 10 2022
4500017117,27 08 2024,1002,5,1,10005,76,19 09 2024,16 09 2024,17 09 2024,17 09 2024,16 09 2024,16 09 2024
4500017118,8 05 2022,1001,4,1,10004,71,31 05 2022,27 05 2022,29 05 2022,29 05 2022,28 05 2022,28 05 2022
4500017119,7 12 2022,1001,4,1,10004,87,30 12 2022,27 12 2022,28 12 2022,28 12 2022,27 12 2022,27 12 2022
4500017120,26 10 2023,1002,8,1,10008,74,19 11 2023,15 11 2023,17 11 2023,17 11 2023,15 11 2023,15 11 2023
4500017121,11 02 2022,1002,5,1,10005,77,6 03 2022,2 03 2022,4 03 2022,4 03 2022,3 03 2022,3 03 2022
4500017122,3 10 2023,1003,6,2,20006,77,26 10 2023,24 10 2023,24 10 2023,24 10 2023,23 10 2023,23 10 2023
4500017123,8 03 2023,1002,5,1,10005,69,31 03 2023,30 03 2023,29 03 2023,29 03 2023,28 03 2023,28 03 2023
4500017124,28 08 2022,1002,5,2,20005,81,20 09 2022,16 09 2022,18 09 2022,18 09 2022,17 09 2022,17 09 2022
4500017125,29 04 2024,1002,8,1,10008,71,23 05 2024,3 06 2024,21 05 2024,1 06 2024,19 05 2024,30 05 2024
4500017126,26 03 2023,1001,4,1,10004,78,18 04 2023,26 04 2023,16 04 2023,24 04 2023,15 04 2023,15 04 2023
4500017127,15 06 2024,1001,4,1,10004,67,8 07 2024,8 07 2024,6 07 2024,6 07 2024,5 07 2024,5 07 2024
4500017128,29 03 2022,1002,5,2,20005,86,21 04 2022,20 04 2022,19 04 2022,19 04 2022,18 04 2022,18 04 2022
4500017129,18 03 2023,1001,4,1,10004,80,10 04 2023,24 04 2023,8 04 2023,22 04 2023,7 04 2023,21 04 2023
4500017130,8 02 2024,1002,8,1,10008,72,3 03 2024,1 03 2024,1 03 2024,1 03 2024,28 02 2024,28 02 2024
4500017131,27 03 2024,1001,4,1,10004,74,19 04 2024,3 05 2024,17 04 2024,1 05 2024,16 04 2024,30 04 2024
4500017132,18 12 2023,1003,6,1,10006,78,10 01 2024,10 01 2024,8 01 2024,8 01 2024,7 01 2024,7 01 2024
4500017133,20 11 2024,1001,4,2,20004,71,13 12 2024,19 12 2024,11 12 2024,17 12 2024,10 12 2024,16 12 2024
4500017134,9 03 2022,1001,4,1,10004,85,1 04 2022,30 03 2022,30 03 2022,30 03 2022,29 03 2022,29 03 2022
4500017135,15 07 2024,1001,4,1,10004,76,7 08 2024,2 08 2024,5 08 2024,5 08 2024,4 08 2024,4 08 2024
4500017136,2 08 2023,1002,8,2,20008,83,26 08 2023,28 08 2023,24 08 2023,26 08 2023,22 08 2023,24 08 2023
4500017137,12 06 2023,1002,5,2,20005,73,5 07 2023,5 07 2023,3 07 2023,3 07 2023,2 07 2023,2 07 2023
4500017138,11 04 2024,1003,6,1,10006,76,4 05 2024,3 05 2024,2 05 2024,2 05 2024,1 05 2024,1 05 2024
4500017139,10 09 2022,1002,5,2,20005,78,3 10 2022,10 10 2022,1 10 2022,8 10 2022,30 09 2022,7 10 2022
4500017140,10 08 2022,1002,5,1,10005,78,2 09 2022,30 08 2022,31 08 2022,31 08 2022,30 08 2022,30 08 2022
4500017141,1 11 2022,1001,4,1,10004,78,24 11 2022,24 11 2022,22 11 2022,22 11 2022,21 11 2022,21 11 2022
4500017142,9 03 2022,1002,8,1,10008,68,2 04 2022,31 03 2022,31 03 2022,31 03 2022,29 03 2022,29 03 2022
4500017143,21 05 2022,1003,6,1,10006,72,13 06 2022,10 06 2022,11 06 2022,11 06 2022,10 06 2022,10 06 2022
4500017144,6 08 2023,1002,5,1,10005,70,29 08 2023,28 08 2023,27 08 2023,27 08 2023,26 08 2023,26 08 2023
4500017145,31 12 2022,1002,8,1,10008,69,24 01 2023,20 01 2023,22 01 2023,22 01 2023,20 01 2023,20 01 2023
4500017146,5 08 2023,1001,4,1,10004,73,28 08 2023,28 08 2023,26 08 2023,26 08 2023,25 08 2023,25 08 2023
4500017147,21 05 2023,1001,4,1,10004,80,13 06 2023,14 06 2023,11 06 2023,12 06 2023,10 06 2023,11 06 2023
4500017148,7 06 2022,1001,4,1,10004,75,30 06 2022,27 06 2022,28 06 2022,28 06 2022,27 06 2022,27 06 2022
4500017149,15 12 2022,1002,5,1,10005,76,7 01 2023,4 01 2023,5 01 2023,5 01 2023,4 01 2023,4 01 2023
4500017150,3 09 2024,1003,6,2,20006,91,26 09 2024,24 09 2024,24 09 2024,24 09 2024,23 09 2024,23 09 2024
4500017151,16 04 2023,1001,4,1,10004,76,9 05 2023,4 05 2023,7 05 2023,7 05 2023,6 05 2023,6 05 2023
4500017152,11 01 2022,1001,4,2,20004,66,3 02 2022,31 01 2022,1 02 2022,1 02 2022,31 01 2022,31 01 2022
4500017153,11 12 2023,1001,7,1,10007,80,3 01 2024,2 01 2024,1 01 2024,1 01 2024,31 12 2023,31 12 2023
4500017154,9 09 2024,1002,5,1,10005,76,2 10 2024,30 09 2024,30 09 2024,30 09 2024,29 09 2024,29 09 2024
4500017155,22 08 2024,1002,8,1,10008,81,15 09 2024,11 09 2024,13 09 2024,13 09 2024,11 09 2024,11 09 2024
4500017156,5 09 2022,1001,4,1,10004,74,28 09 2022,23 09 2022,26 09 2022,26 09 2022,25 09 2022,25 09 2022
4500017157,16 04 2024,1001,4,1,10004,81,9 05 2024,6 05 2024,7 05 2024,7 05 2024,6 05 2024,6 05 2024
4500017158,1 01 2023,1002,5,1,10005,72,24 01 2023,24 01 2023,22 01 2023,22 01 2023,21 01 2023,21 01 2023
4500017159,8 12 2022,1003,6,1,10006,79,31 12 2022,30 12 2022,29 12 2022,29 12 2022,28 12 2022,28 12 2022
4500017160,5 10 2024,1003,6,1,10006,78,28 10 2024,24 10 2024,26 10 2024,26 10 2024,25 10 2024,25 10 2024
4500017161,13 07 2022,1002,5,1,10005,81,5 08 2022,4 08 2022,3 08 2022,3 08 2022,2 08 2022,2 08 2022
4500017162,6 07 2023,1001,4,2,20004,67,29 07 2023,28 07 2023,27 07 2023,27 07 2023,26 07 2023,26 07 2023
4500017163,12 04 2022,1003,6,1,10006,80,5 05 2022,5 05 2022,3 05 2022,3 05 2022,2 05 2022,2 05 2022
4500017164,14 05 2024,1001,4,1,10004,87,6 06 2024,4 06 2024,4 06 2024,4 06 2024,3 06 2024,3 06 2024
4500017165,25 08 2023,1001,4,2,20004,86,17 09 2023,17 09 2023,15 09 2023,15 09 2023,14 09 2023,14 09 2023
4500017166,17 08 2023,1001,4,1,10004,73,9 09 2023,22 09 2023,7 09 2023,20 09 2023,6 09 2023,6 09 2023
4500017167,20 06 2022,1002,5,1,10005,82,13 07 2022,13 07 2022,11 07 2022,11 07 2022,10 07 2022,10 07 2022
4500017168,31 08 2023,1002,8,2,20008,75,24 09 2023,29 09 2023,22 09 2023,27 09 2023,20 09 2023,25 09 2023
4500017169,7 02 2022,1001,4,1,10004,76,2 03 2022,25 02 2022,28 02 2022,28 02 2022,27 02 2022,27 02 2022
4500017170,27 03 2023,1003,6,1,10006,68,19 04 2023,14 04 2023,17 04 2023,17 04 2023,16 04 2023,16 04 2023
4500017171,1 09 2023,1001,4,1,10004,77,24 09 2023,22 09 2023,22 09 2023,22 09 2023,21 09 2023,21 09 2023
4500017172,6 07 2023,1002,5,1,10005,84,29 07 2023,26 07 2023,27 07 2023,27 07 2023,26 07 2023,26 07 2023
4500017173,3 04 2023,1003,6,1,10006,76,26 04 2023,21 04 2023,24 04 2023,24 04 2023,23 04 2023,23 04 2023
4500017174,4 09 2023,1002,5,1,10005,59,27 09 2023,22 09 2023,25 09 2023,25 09 2023,24 09 2023,24 09 2023
4500017175,30 12 2022,1001,4,1,10004,84,22 01 2023,22 01 2023,20 01 2023,20 01 2023,19 01 2023,19 01 2023
4500017176,20 11 2022,1003,6,2,20006,77,13 12 2022,12 12 2022,11 12 2022,11 12 2022,10 12 2022,10 12 2022
4500017177,1 05 2023,1003,6,2,20006,73,24 05 2023,22 05 2023,22 05 2023,22 05 2023,21 05 2023,21 05 2023
4500017178,7 03 2022,1001,4,1,10004,78,30 03 2022,28 03 2022,28 03 2022,28 03 2022,27 03 2022,27 03 2022
4500017179,21 01 2023,1001,4,1,10004,74,13 02 2023,13 02 2023,11 02 2023,11 02 2023,10 02 2023,10 02 2023
4500017180,16 10 2024,1001,4,1,10004,77,8 11 2024,5 11 2024,6 11 2024,6 11 2024,5 11 2024,5 11 2024
4500017181,22 06 2022,1002,5,1,10005,80,15 07 2022,13 07 2022,13 07 2022,13 07 2022,12 07 2022,12 07 2022
4500017182,10 05 2022,1001,4,1,10004,74,2 06 2022,30 05 2022,31 05 2022,31 05 2022,30 05 2022,30 05 2022
4500017183,17 09 2022,1003,6,1,10006,73,10 10 2022,5 10 2022,8 10 2022,8 10 2022,7 10 2022,7 10 2022
4500017184,26 09 2022,1001,4,2,20004,80,19 10 2022,19 10 2022,17 10 2022,17 10 2022,16 10 2022,16 10 2022
4500017185,3 02 2022,1002,8,1,10008,71,27 02 2022,23 02 2022,25 02 2022,25 02 2022,23 02 2022,23 02 2022
4500017186,30 09 2023,1002,8,2,20008,81,24 10 2023,19 10 2023,22 10 2023,22 10 2023,20 10 2023,20 10 2023
4500017187,17 03 2024,1002,8,1,10008,71,10 04 2024,9 04 2024,8 04 2024,8 04 2024,6 04 2024,6 04 2024
4500017188,11 04 2022,1002,8,1,10008,83,5 05 2022,3 05 2022,3 05 2022,3 05 2022,1 05 2022,1 05 2022
4500017189,24 12 2023,1003,6,2,20006,68,16 01 2024,11 01 2024,14 01 2024,14 01 2024,13 01 2024,13 01 2024
4500017190,20 04 2023,1002,5,1,10005,86,13 05 2023,10 05 2023,11 05 2023,11 05 2023,10 05 2023,10 05 2023
4500017191,29 06 2022,1001,4,1,10004,73,22 07 2022,20 07 2022,20 07 2022,20 07 2022,19 07 2022,19 07 2022
4500017192,30 05 2023,1002,8,1,10008,83,23 06 2023,23 06 2023,21 06 2023,21 06 2023,19 06 2023,19 06 2023
4500017193,31 08 2023,1002,8,1,10008,79,24 09 2023,24 09 2023,22 09 2023,22 09 2023,20 09 2023,20 09 2023
4500017194,9 08 2022,1001,4,1,10004,80,1 09 2022,1 09 2022,30 08 2022,30 08 2022,29 08 2022,29 08 2022
4500017195,4 03 2023,1003,6,1,10006,81,27 03 2023,22 03 2023,25 03 2023,25 03 2023,24 03 2023,24 03 2023
4500017196,16 02 2022,1001,4,1,10004,80,11 03 2022,11 03 2022,9 03 2022,9 03 2022,8 03 2022,8 03 2022
