,PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate,ReceiptTimeDeviation
15820,4500015820,8/6/2023,1002,8,1,10008,80,8/30/2023,8/29/2023,8/28/2023,8/28/2023,8/26/2023,8/26/2023,-1
15821,4500015821,4/17/2022,1001,4,2,20004,79,5/10/2022,5/6/2022,5/8/2022,5/8/2022,5/7/2022,5/7/2022,-4
15822,4500015822,6/23/2022,1003,6,1,10006,75,7/16/2022,7/15/2022,7/14/2022,7/14/2022,7/13/2022,7/13/2022,-1
15823,4500015823,4/7/2022,1002,5,1,10005,74,4/30/2022,5/4/2022,4/28/2022,5/2/2022,4/27/2022,5/1/2022,4
15824,4500015824,11/23/2024,1001,4,1,10004,71,12/16/2024,12/20/2024,12/14/2024,12/18/2024,12/13/2024,12/17/2024,4
15825,4500015825,2/26/2023,1001,4,1,10004,82,3/21/2023,3/20/2023,3/19/2023,3/19/2023,3/18/2023,3/18/2023,-1
15826,4500015826,9/9/2022,1002,5,1,10005,72,10/2/2022,9/28/2022,9/30/2022,9/30/2022,9/29/2022,9/29/2022,-4
15827,4500015827,2/10/2023,1002,8,2,20008,80,3/6/2023,3/2/2023,3/4/2023,3/4/2023,3/2/2023,3/2/2023,-4
15828,4500015828,5/26/2024,1001,4,2,20004,76,6/18/2024,6/18/2024,6/16/2024,6/16/2024,6/15/2024,6/15/2024,0
15829,4500015829,9/17/2024,1001,4,1,10004,73,10/10/2024,10/9/2024,10/8/2024,10/8/2024,10/7/2024,10/7/2024,-1
15830,4500015830,3/21/2022,1001,4,1,10004,67,4/13/2022,4/12/2022,4/11/2022,4/11/2022,4/10/2022,4/10/2022,-1
15831,4500015831,8/17/2023,1001,4,1,10004,82,9/9/2023,9/14/2023,9/7/2023,9/12/2023,9/6/2023,9/11/2023,5
15832,4500015832,11/24/2022,1001,4,1,10004,80,12/17/2022,12/15/2022,12/15/2022,12/15/2022,12/14/2022,12/14/2022,-2
15833,4500015833,8/30/2022,1001,4,1,10004,79,9/22/2022,9/21/2022,9/20/2022,9/20/2022,9/19/2022,9/19/2022,-1
15834,4500015834,9/26/2024,1002,8,1,10008,86,10/20/2024,10/16/2024,10/18/2024,10/18/2024,10/16/2024,10/16/2024,-4
15835,4500015835,7/31/2022,1003,6,1,10006,77,8/23/2022,8/19/2022,8/21/2022,8/21/2022,8/20/2022,8/20/2022,-4
15836,4500015836,8/24/2023,1003,6,2,20006,70,9/16/2023,9/14/2023,9/14/2023,9/14/2023,9/13/2023,9/13/2023,-2
15837,4500015837,11/24/2023,1003,6,1,10006,76,12/17/2023,12/13/2023,12/15/2023,12/15/2023,12/14/2023,12/14/2023,-4
15838,4500015838,4/17/2023,1001,4,1,10004,80,5/10/2023,5/12/2023,5/8/2023,5/10/2023,5/7/2023,5/9/2023,2
15839,4500015839,2/8/2022,1002,8,1,10008,76,3/4/2022,3/15/2022,3/2/2022,3/13/2022,2/28/2022,3/11/2022,11
15840,4500015840,12/2/2024,1001,4,2,20004,75,12/25/2024,12/24/2024,12/23/2024,12/23/2024,12/22/2024,12/22/2024,-1
15841,4500015841,8/25/2024,1002,5,1,10005,76,9/17/2024,9/17/2024,9/15/2024,9/15/2024,9/14/2024,9/14/2024,0
15842,4500015842,9/8/2024,1003,6,2,20006,69,10/1/2024,9/27/2024,9/29/2024,9/29/2024,9/28/2024,9/28/2024,-4
15843,4500015843,2/12/2022,1001,4,2,20004,77,3/7/2022,3/3/2022,3/5/2022,3/5/2022,3/4/2022,3/4/2022,-4
15844,4500015844,4/14/2023,1001,4,1,10004,79,5/7/2023,5/7/2023,5/5/2023,5/5/2023,5/4/2023,5/4/2023,0
15845,4500015845,5/23/2024,1003,6,2,20006,71,6/15/2024,6/26/2024,6/13/2024,6/24/2024,6/12/2024,6/23/2024,11
15846,4500015846,10/24/2024,1003,6,1,10006,87,11/16/2024,11/14/2024,11/14/2024,11/14/2024,11/13/2024,11/13/2024,-2
15847,4500015847,3/13/2022,1002,5,1,10005,73,4/5/2022,4/11/2022,4/3/2022,4/9/2022,4/2/2022,4/2/2022,6
15848,4500015848,6/21/2022,1003,6,2,20006,80,7/14/2022,7/12/2022,7/12/2022,7/12/2022,7/11/2022,7/11/2022,-2
15849,4500015849,5/22/2024,1001,4,1,10004,78,6/14/2024,6/12/2024,6/12/2024,6/12/2024,6/11/2024,6/11/2024,-2
15850,4500015850,5/25/2022,1002,8,1,10008,75,6/18/2022,6/15/2022,6/16/2022,6/16/2022,6/14/2022,6/14/2022,-3
15851,4500015851,11/22/2022,1003,6,1,10006,73,12/15/2022,12/16/2022,12/13/2022,12/14/2022,12/12/2022,12/13/2022,1
15852,4500015852,10/18/2024,1002,5,1,10005,75,11/10/2024,11/10/2024,11/8/2024,11/8/2024,11/7/2024,11/7/2024,0
15853,4500015853,2/12/2022,1003,6,1,10006,77,3/7/2022,3/4/2022,3/5/2022,3/5/2022,3/4/2022,3/4/2022,-3
15854,4500015854,4/8/2024,1001,4,2,20004,79,5/1/2024,5/1/2024,4/29/2024,4/29/2024,4/28/2024,4/28/2024,0
15855,4500015855,1/18/2024,1001,4,1,10004,78,2/10/2024,2/7/2024,2/8/2024,2/8/2024,2/7/2024,2/7/2024,-3
15856,4500015856,8/20/2024,1001,4,1,10004,85,9/12/2024,9/11/2024,9/10/2024,9/10/2024,9/9/2024,9/9/2024,-1
15857,4500015857,12/8/2024,1001,4,1,10004,67,12/31/2024,12/31/2024,12/29/2024,12/29/2024,12/28/2024,12/28/2024,0
15858,4500015858,3/2/2022,1002,8,2,20008,91,3/26/2022,3/26/2022,3/24/2022,3/24/2022,3/22/2022,3/22/2022,0
15859,4500015859,8/30/2023,1002,8,2,20008,83,9/23/2023,9/22/2023,9/21/2023,9/21/2023,9/19/2023,9/19/2023,-1
15860,4500015860,12/1/2022,1002,8,1,10008,70,12/25/2022,12/25/2022,12/23/2022,12/23/2022,12/21/2022,12/21/2022,0
15861,4500015861,1/30/2023,1003,6,1,10006,87,2/22/2023,2/22/2023,2/20/2023,2/20/2023,2/19/2023,2/19/2023,0
15862,4500015862,5/22/2022,1001,4,1,10004,73,6/14/2022,6/9/2022,6/12/2022,6/12/2022,6/11/2022,6/11/2022,-5
15863,4500015863,12/21/2023,1001,4,1,10004,81,1/13/2024,1/13/2024,1/11/2024,1/11/2024,1/10/2024,1/10/2024,0
15864,4500015864,1/5/2022,1002,5,1,10005,68,1/28/2022,1/25/2022,1/26/2022,1/26/2022,1/25/2022,1/25/2022,-3
15865,4500015865,9/20/2023,1001,4,1,10004,67,10/13/2023,10/12/2023,10/11/2023,10/11/2023,10/10/2023,10/10/2023,-1
15866,4500015866,10/12/2023,1001,4,1,10004,78,11/4/2023,11/3/2023,11/2/2023,11/2/2023,11/1/2023,11/1/2023,-1
15867,4500015867,8/18/2023,1003,6,1,10006,66,9/10/2023,9/10/2023,9/8/2023,9/8/2023,9/7/2023,9/7/2023,0
15868,4500015868,7/28/2024,1003,6,1,10006,84,8/20/2024,8/19/2024,8/18/2024,8/18/2024,8/17/2024,8/17/2024,-1
15869,4500015869,9/27/2022,1002,5,1,10005,76,10/20/2022,10/17/2022,10/18/2022,10/18/2022,10/17/2022,10/17/2022,-3
15870,4500015870,7/29/2024,1001,4,1,10004,79,8/21/2024,8/19/2024,8/19/2024,8/19/2024,8/18/2024,8/18/2024,-2
15871,4500015871,4/7/2023,1003,6,1,10006,82,4/30/2023,5/9/2023,4/28/2023,5/7/2023,4/27/2023,5/6/2023,9
15872,4500015872,10/8/2022,1001,4,1,10004,81,10/31/2022,10/28/2022,10/29/2022,10/29/2022,10/28/2022,10/28/2022,-3
15873,4500015873,2/24/2022,1001,4,1,10004,78,3/19/2022,3/16/2022,3/17/2022,3/17/2022,3/16/2022,3/16/2022,-3
15874,4500015874,10/5/2023,1001,4,1,10004,81,10/28/2023,10/25/2023,10/26/2023,10/26/2023,10/25/2023,10/25/2023,-3
15875,4500015875,1/4/2024,1003,6,1,10006,74,1/27/2024,1/24/2024,1/25/2024,1/25/2024,1/24/2024,1/24/2024,-3
15876,4500015876,11/2/2023,1003,6,2,20006,75,11/25/2023,11/28/2023,11/23/2023,11/23/2023,11/22/2023,11/22/2023,3
15877,4500015877,1/16/2023,1001,4,1,10004,82,2/8/2023,2/8/2023,2/6/2023,2/6/2023,2/5/2023,2/5/2023,0
15878,4500015878,10/21/2024,1002,8,1,10008,82,11/14/2024,11/14/2024,11/12/2024,11/12/2024,11/10/2024,11/10/2024,0
15879,4500015879,3/21/2024,1001,4,1,10004,77,4/13/2024,4/25/2024,4/11/2024,4/23/2024,4/10/2024,4/22/2024,12
15880,4500015880,10/29/2023,1001,4,1,10004,83,11/21/2023,12/4/2023,11/19/2023,12/2/2023,11/18/2023,12/1/2023,13
15881,4500015881,1/3/2022,1002,8,1,10008,72,1/27/2022,2/9/2022,1/25/2022,1/25/2022,1/23/2022,1/23/2022,13
15882,4500015882,6/15/2022,1001,4,1,10004,76,7/8/2022,7/8/2022,7/6/2022,7/6/2022,7/5/2022,7/5/2022,0
15883,4500015883,6/8/2024,1002,5,1,10005,78,7/1/2024,7/12/2024,6/29/2024,7/10/2024,6/28/2024,7/9/2024,11
15884,4500015884,5/22/2024,1001,4,1,10004,76,6/14/2024,6/11/2024,6/12/2024,6/12/2024,6/11/2024,6/11/2024,-3
15885,4500015885,2/27/2022,1001,4,2,20004,70,3/22/2022,3/17/2022,3/20/2022,3/20/2022,3/19/2022,3/19/2022,-5
15886,4500015886,6/16/2023,1002,8,2,20008,70,7/10/2023,7/7/2023,7/8/2023,7/8/2023,7/6/2023,7/6/2023,-3
15887,4500015887,10/17/2024,1001,4,1,10004,73,11/9/2024,11/7/2024,11/7/2024,11/7/2024,11/6/2024,11/6/2024,-2
15888,4500015888,3/9/2023,1002,5,1,10005,100,4/1/2023,4/1/2023,3/30/2023,3/30/2023,3/29/2023,3/29/2023,0
15889,4500015889,7/24/2022,1002,5,1,10005,85,8/16/2022,8/12/2022,8/14/2022,8/14/2022,8/13/2022,8/13/2022,-4
15890,4500015890,9/27/2024,1002,8,2,20008,75,10/21/2024,10/31/2024,10/19/2024,10/19/2024,10/17/2024,10/17/2024,10
15891,4500015891,11/3/2024,1003,6,1,10006,72,11/26/2024,11/25/2024,11/24/2024,11/24/2024,11/23/2024,11/23/2024,-1
15892,4500015892,7/17/2022,1001,4,1,10004,69,8/9/2022,8/5/2022,8/7/2022,8/7/2022,8/6/2022,8/6/2022,-4
15893,4500015893,1/31/2023,1002,5,1,10005,85,2/23/2023,2/23/2023,2/21/2023,2/21/2023,2/20/2023,2/20/2023,0
15894,4500015894,9/7/2024,1001,4,1,10004,68,9/30/2024,9/26/2024,9/28/2024,9/28/2024,9/27/2024,9/27/2024,-4
15895,4500015895,1/27/2024,1002,5,1,10005,76,2/19/2024,2/14/2024,2/17/2024,2/17/2024,2/16/2024,2/16/2024,-5
15896,4500015896,12/2/2022,1002,5,1,10005,75,12/25/2022,12/22/2022,12/23/2022,12/23/2022,12/22/2022,12/22/2022,-3
15897,4500015897,7/9/2022,1003,6,1,10006,71,8/1/2022,8/1/2022,7/30/2022,7/30/2022,7/29/2022,7/29/2022,0
15898,4500015898,1/27/2024,1002,5,1,10005,64,2/19/2024,2/15/2024,2/17/2024,2/17/2024,2/16/2024,2/16/2024,-4
15899,4500015899,10/14/2024,1002,5,1,10005,73,11/6/2024,11/1/2024,11/4/2024,11/4/2024,11/3/2024,11/3/2024,-5
15900,4500015900,8/21/2022,1001,4,1,10004,77,9/13/2022,9/9/2022,9/11/2022,9/11/2022,9/10/2022,9/10/2022,-4
15901,4500015901,3/6/2023,1003,6,1,10006,83,3/29/2023,4/5/2023,3/27/2023,4/3/2023,3/26/2023,4/2/2023,7
15902,4500015902,5/25/2023,1001,4,1,10004,84,6/17/2023,6/29/2023,6/15/2023,6/15/2023,6/14/2023,6/14/2023,12
15903,4500015903,8/31/2024,1001,4,1,10004,91,9/23/2024,9/20/2024,9/21/2024,9/21/2024,9/20/2024,9/20/2024,-3
15904,4500015904,11/4/2023,1001,4,2,20004,92,11/27/2023,11/23/2023,11/25/2023,11/25/2023,11/24/2023,11/24/2023,-4
15905,4500015905,3/23/2024,1002,8,1,10008,73,4/16/2024,4/24/2024,4/14/2024,4/22/2024,4/12/2024,4/20/2024,8
15906,4500015906,5/9/2022,1002,8,1,10008,86,6/2/2022,5/30/2022,5/31/2022,5/31/2022,5/29/2022,5/29/2022,-3
15907,4500015907,10/6/2022,1001,4,1,10004,73,10/29/2022,10/26/2022,10/27/2022,10/27/2022,10/26/2022,10/26/2022,-3
15908,4500015908,2/19/2024,1003,6,2,20006,81,3/13/2024,3/11/2024,3/11/2024,3/11/2024,3/10/2024,3/10/2024,-2
15909,4500015909,3/26/2022,1002,5,1,10005,72,4/18/2022,4/13/2022,4/16/2022,4/16/2022,4/15/2022,4/15/2022,-5
15910,4500015910,9/8/2022,1002,5,1,10005,81,10/1/2022,10/1/2022,9/29/2022,9/29/2022,9/28/2022,9/28/2022,0
15911,4500015911,12/5/2022,1002,5,1,10005,81,12/28/2022,12/27/2022,12/26/2022,12/26/2022,12/25/2022,12/25/2022,-1
15912,4500015912,2/9/2022,1003,6,1,10006,87,3/4/2022,3/17/2022,3/2/2022,3/15/2022,3/1/2022,3/1/2022,13
15913,4500015913,10/19/2023,1001,4,1,10004,72,11/11/2023,11/22/2023,11/9/2023,11/9/2023,11/8/2023,11/8/2023,11
15914,4500015914,10/4/2023,1002,8,1,10008,81,10/28/2023,10/26/2023,10/26/2023,10/26/2023,10/24/2023,10/24/2023,-2
15915,4500015915,3/27/2024,1001,4,1,10004,82,4/19/2024,4/16/2024,4/17/2024,4/17/2024,4/16/2024,4/16/2024,-3
15916,4500015916,3/8/2023,1001,4,1,10004,69,3/31/2023,3/31/2023,3/29/2023,3/29/2023,3/28/2023,3/28/2023,0
15917,4500015917,6/19/2022,1003,6,1,10006,82,7/12/2022,7/7/2022,7/10/2022,7/10/2022,7/9/2022,7/9/2022,-5
15918,4500015918,2/7/2023,1002,5,2,20005,78,3/2/2023,2/28/2023,2/28/2023,2/28/2023,2/27/2023,2/27/2023,-2
15919,4500015919,8/28/2024,1001,4,2,20004,79,9/20/2024,9/19/2024,9/18/2024,9/18/2024,9/17/2024,9/17/2024,-1
15920,4500015920,5/22/2023,1001,4,1,10004,82,6/14/2023,6/13/2023,6/12/2023,6/12/2023,6/11/2023,6/11/2023,-1
15921,4500015921,6/6/2024,1001,4,1,10004,81,6/29/2024,6/29/2024,6/27/2024,6/27/2024,6/26/2024,6/26/2024,0
15922,4500015922,6/9/2022,1001,4,1,10004,79,7/2/2022,7/2/2022,6/30/2022,6/30/2022,6/29/2022,6/29/2022,0
15923,4500015923,7/23/2024,1001,4,1,10004,83,8/15/2024,8/13/2024,8/13/2024,8/13/2024,8/12/2024,8/12/2024,-2
15924,4500015924,10/4/2024,1002,5,1,10005,71,10/27/2024,10/24/2024,10/25/2024,10/25/2024,10/24/2024,10/24/2024,-3
15925,4500015925,2/5/2023,1001,4,1,10004,74,2/28/2023,3/10/2023,2/26/2023,2/26/2023,2/25/2023,2/25/2023,10
15926,4500015926,9/10/2024,1001,4,1,10004,68,10/3/2024,10/1/2024,10/1/2024,10/1/2024,9/30/2024,9/30/2024,-2
15927,4500015927,12/13/2021,1001,4,1,10004,71,1/5/2022,12/31/2021,1/3/2022,1/3/2022,1/2/2022,1/2/2022,-5
15928,4500015928,4/15/2022,1003,6,1,10006,74,5/8/2022,5/12/2022,5/6/2022,5/6/2022,5/5/2022,5/5/2022,4
15929,4500015929,9/4/2022,1003,6,2,20006,74,9/27/2022,9/22/2022,9/25/2022,9/25/2022,9/24/2022,9/24/2022,-5
15930,4500015930,2/28/2022,1003,6,1,10006,77,3/23/2022,3/18/2022,3/21/2022,3/21/2022,3/20/2022,3/20/2022,-5
15931,4500015931,9/6/2022,1002,8,1,10008,82,9/30/2022,9/28/2022,9/28/2022,9/28/2022,9/26/2022,9/26/2022,-2
15932,4500015932,11/24/2023,1001,4,1,10004,83,12/17/2023,12/13/2023,12/15/2023,12/15/2023,12/14/2023,12/14/2023,-4
15933,4500015933,5/27/2024,1002,5,2,20005,82,6/19/2024,6/14/2024,6/17/2024,6/17/2024,6/16/2024,6/16/2024,-5
15934,4500015934,3/16/2024,1003,6,1,10006,80,4/8/2024,4/4/2024,4/6/2024,4/6/2024,4/5/2024,4/5/2024,-4
15935,4500015935,5/2/2024,1001,4,2,20004,85,5/25/2024,5/30/2024,5/23/2024,5/23/2024,5/22/2024,5/22/2024,5
15936,4500015936,1/15/2022,1001,4,1,10004,71,2/7/2022,2/4/2022,2/5/2022,2/5/2022,2/4/2022,2/4/2022,-3
15937,4500015937,5/4/2024,1002,8,1,10008,80,5/28/2024,5/27/2024,5/26/2024,5/26/2024,5/24/2024,5/24/2024,-1
15938,4500015938,2/9/2024,1001,4,1,10004,73,3/3/2024,2/29/2024,3/1/2024,3/1/2024,2/29/2024,2/29/2024,-3
15939,4500015939,1/31/2024,1001,4,1,10004,72,2/23/2024,2/20/2024,2/21/2024,2/21/2024,2/20/2024,2/20/2024,-3
15940,4500015940,9/29/2024,1003,6,2,20006,81,10/22/2024,11/1/2024,10/20/2024,10/30/2024,10/19/2024,10/29/2024,10
15941,4500015941,6/6/2022,1001,4,1,10004,85,6/29/2022,6/27/2022,6/27/2022,6/27/2022,6/26/2022,6/26/2022,-2
15942,4500015942,2/3/2022,1002,8,1,10008,74,2/27/2022,2/23/2022,2/25/2022,2/25/2022,2/23/2022,2/23/2022,-4
15943,4500015943,10/16/2024,1002,8,2,20008,67,11/9/2024,11/22/2024,11/7/2024,11/20/2024,11/5/2024,11/18/2024,13
15944,4500015944,6/13/2022,1003,6,2,20006,73,7/6/2022,7/6/2022,7/4/2022,7/4/2022,7/3/2022,7/3/2022,0
15945,4500015945,1/22/2022,1003,6,1,10006,78,2/14/2022,2/9/2022,2/12/2022,2/12/2022,2/11/2022,2/11/2022,-5
15946,4500015946,10/26/2024,1003,6,2,20006,83,11/18/2024,11/15/2024,11/16/2024,11/16/2024,11/15/2024,11/15/2024,-3
15947,4500015947,10/16/2023,1001,4,1,10004,77,11/8/2023,11/8/2023,11/6/2023,11/6/2023,11/5/2023,11/5/2023,0
15948,4500015948,2/22/2024,1001,4,1,10004,72,3/16/2024,3/16/2024,3/14/2024,3/14/2024,3/13/2024,3/13/2024,0
15949,4500015949,11/29/2022,1002,8,1,10008,90,12/23/2022,12/20/2022,12/21/2022,12/21/2022,12/19/2022,12/19/2022,-3
15950,4500015950,3/13/2022,1003,6,1,10006,67,4/5/2022,4/11/2022,4/3/2022,4/3/2022,4/2/2022,4/2/2022,6
15951,4500015951,3/24/2022,1003,6,1,10006,72,4/16/2022,4/13/2022,4/14/2022,4/14/2022,4/13/2022,4/13/2022,-3
15952,4500015952,3/25/2022,1003,6,1,10006,69,4/17/2022,4/17/2022,4/15/2022,4/15/2022,4/14/2022,4/14/2022,0
15953,4500015953,2/27/2023,1001,4,1,10004,67,3/22/2023,3/22/2023,3/20/2023,3/20/2023,3/19/2023,3/19/2023,0
15954,4500015954,8/6/2022,1001,4,2,20004,71,8/29/2022,8/26/2022,8/27/2022,8/27/2022,8/26/2022,8/26/2022,-3
15955,4500015955,3/17/2024,1001,4,1,10004,74,4/9/2024,4/4/2024,4/7/2024,4/7/2024,4/6/2024,4/6/2024,-5
15956,4500015956,2/10/2022,1002,8,1,10008,80,3/6/2022,3/7/2022,3/4/2022,3/5/2022,3/2/2022,3/3/2022,1
15957,4500015957,12/18/2021,1001,4,1,10004,68,1/10/2022,1/10/2022,1/8/2022,1/8/2022,1/7/2022,1/7/2022,0
15958,4500015958,12/16/2021,1001,4,2,20004,76,1/8/2022,1/6/2022,1/6/2022,1/6/2022,1/5/2022,1/5/2022,-2
15959,4500015959,1/17/2023,1002,5,1,10005,80,2/9/2023,2/9/2023,2/7/2023,2/7/2023,2/6/2023,2/6/2023,0
15960,4500015960,6/23/2023,1003,6,1,10006,80,7/16/2023,7/13/2023,7/14/2023,7/14/2023,7/13/2023,7/13/2023,-3
15961,4500015961,11/21/2022,1001,4,1,10004,71,12/14/2022,12/21/2022,12/12/2022,12/12/2022,12/11/2022,12/11/2022,7
15962,4500015962,12/11/2023,1001,4,1,10004,77,1/3/2024,1/2/2024,1/1/2024,1/1/2024,12/31/2023,12/31/2023,-1
15963,4500015963,2/8/2024,1002,5,1,10005,70,3/2/2024,3/1/2024,2/29/2024,2/29/2024,2/28/2024,2/28/2024,-1
15964,4500015964,2/26/2022,1002,8,1,10008,76,3/22/2022,3/22/2022,3/20/2022,3/20/2022,3/18/2022,3/18/2022,0
15965,4500015965,12/28/2023,1002,5,1,10005,72,1/20/2024,1/22/2024,1/18/2024,1/20/2024,1/17/2024,1/19/2024,2
15966,4500015966,4/22/2024,1002,8,2,20008,76,5/16/2024,5/28/2024,5/14/2024,5/14/2024,5/12/2024,5/12/2024,12
15967,4500015967,11/30/2022,1003,6,1,10006,67,12/23/2022,12/20/2022,12/21/2022,12/21/2022,12/20/2022,12/20/2022,-3
15968,4500015968,2/27/2022,1003,6,1,10006,81,3/22/2022,3/17/2022,3/20/2022,3/20/2022,3/19/2022,3/19/2022,-5
15969,4500015969,6/15/2022,1001,4,1,10004,72,7/8/2022,7/22/2022,7/6/2022,7/20/2022,7/5/2022,7/19/2022,14
15970,4500015970,9/25/2022,1003,6,1,10006,74,10/18/2022,10/13/2022,10/16/2022,10/16/2022,10/15/2022,10/15/2022,-5
15971,4500015971,7/1/2024,1002,5,2,20005,65,7/24/2024,7/23/2024,7/22/2024,7/22/2024,7/21/2024,7/21/2024,-1
15972,4500015972,11/22/2023,1001,4,1,10004,74,12/15/2023,12/13/2023,12/13/2023,12/13/2023,12/12/2023,12/12/2023,-2
15973,4500015973,12/10/2022,1002,5,1,10005,68,1/2/2023,12/28/2022,12/31/2022,12/31/2022,12/30/2022,12/30/2022,-5
15974,4500015974,3/27/2024,1002,5,2,20005,76,4/19/2024,4/18/2024,4/17/2024,4/17/2024,4/16/2024,4/16/2024,-1
15975,4500015975,11/18/2023,1001,4,1,10004,72,12/11/2023,12/11/2023,12/9/2023,12/9/2023,12/8/2023,12/8/2023,0
15976,4500015976,2/1/2024,1003,6,1,10006,81,2/24/2024,2/23/2024,2/22/2024,2/22/2024,2/21/2024,2/21/2024,-1
15977,4500015977,10/22/2022,1003,6,2,20006,77,11/14/2022,11/9/2022,11/12/2022,11/12/2022,11/11/2022,11/11/2022,-5
15978,4500015978,10/3/2023,1001,4,1,10004,76,10/26/2023,10/23/2023,10/24/2023,10/24/2023,10/23/2023,10/23/2023,-3
15979,4500015979,7/11/2023,1001,4,1,10004,75,8/3/2023,7/31/2023,8/1/2023,8/1/2023,7/31/2023,7/31/2023,-3
15980,4500015980,8/14/2023,1003,6,1,10006,74,9/6/2023,9/5/2023,9/4/2023,9/4/2023,9/3/2023,9/3/2023,-1
15981,4500015981,2/1/2024,1002,8,2,20008,79,2/25/2024,2/25/2024,2/23/2024,2/23/2024,2/21/2024,2/21/2024,0
15982,4500015982,2/4/2022,1001,4,2,20004,86,2/27/2022,2/24/2022,2/25/2022,2/25/2022,2/24/2022,2/24/2022,-3
15983,4500015983,10/21/2024,1002,5,1,10005,75,11/13/2024,11/8/2024,11/11/2024,11/11/2024,11/10/2024,11/10/2024,-5
15984,4500015984,8/6/2022,1003,6,1,10006,72,8/29/2022,8/24/2022,8/27/2022,8/27/2022,8/26/2022,8/26/2022,-5
15985,4500015985,4/21/2022,1001,4,1,10004,77,5/14/2022,5/13/2022,5/12/2022,5/12/2022,5/11/2022,5/11/2022,-1
15986,4500015986,6/22/2022,1002,5,2,20005,87,7/15/2022,7/20/2022,7/13/2022,7/18/2022,7/12/2022,7/17/2022,5
15987,4500015987,6/2/2023,1001,4,1,10004,85,6/25/2023,6/25/2023,6/23/2023,6/23/2023,6/22/2023,6/22/2023,0
15988,4500015988,4/27/2023,1002,8,2,20008,74,5/21/2023,5/19/2023,5/19/2023,5/19/2023,5/17/2023,5/17/2023,-2
15989,4500015989,9/18/2023,1002,8,2,20008,68,10/12/2023,10/12/2023,10/10/2023,10/10/2023,10/8/2023,10/8/2023,0
15990,4500015990,9/2/2022,1002,5,1,10005,79,9/25/2022,9/22/2022,9/23/2022,9/23/2022,9/22/2022,9/22/2022,-3
15991,4500015991,2/27/2022,1001,4,1,10004,76,3/22/2022,3/18/2022,3/20/2022,3/20/2022,3/19/2022,3/19/2022,-4
15992,4500015992,3/13/2023,1002,8,1,10008,79,4/6/2023,4/6/2023,4/4/2023,4/4/2023,4/2/2023,4/2/2023,0
15993,4500015993,8/22/2023,1002,8,1,10008,73,9/15/2023,9/13/2023,9/13/2023,9/13/2023,9/11/2023,9/11/2023,-2
15994,4500015994,11/28/2024,1001,4,1,10004,85,12/21/2024,12/26/2024,12/19/2024,12/19/2024,12/18/2024,12/18/2024,5
15995,4500015995,3/15/2023,1001,4,1,10004,73,4/7/2023,4/14/2023,4/5/2023,4/12/2023,4/4/2023,4/11/2023,7
15996,4500015996,6/26/2022,1002,5,2,20005,79,7/19/2022,7/18/2022,7/17/2022,7/17/2022,7/16/2022,7/16/2022,-1
15997,4500015997,4/22/2023,1002,8,1,10008,63,5/16/2023,5/15/2023,5/14/2023,5/14/2023,5/12/2023,5/12/2023,-1
15998,4500015998,6/12/2023,1001,4,1,10004,79,7/5/2023,7/3/2023,7/3/2023,7/3/2023,7/2/2023,7/2/2023,-2
15999,4500015999,7/25/2024,1003,6,1,10006,78,8/17/2024,8/17/2024,8/15/2024,8/15/2024,8/14/2024,8/14/2024,0
16000,4500016000,6/11/2023,1001,4,1,10004,70,7/4/2023,7/3/2023,7/2/2023,7/2/2023,7/1/2023,7/1/2023,-1
16001,4500016001,1/24/2023,1001,4,2,20004,73,2/16/2023,2/23/2023,2/14/2023,2/21/2023,2/13/2023,2/20/2023,7
16002,4500016002,1/8/2023,1002,5,1,10005,70,1/31/2023,1/27/2023,1/29/2023,1/29/2023,1/28/2023,1/28/2023,-4
16003,4500016003,8/2/2024,1003,6,1,10006,86,8/25/2024,8/26/2024,8/23/2024,8/24/2024,8/22/2024,8/23/2024,1
16004,4500016004,5/14/2023,1003,6,1,10006,86,6/6/2023,6/5/2023,6/4/2023,6/4/2023,6/3/2023,6/3/2023,-1
16005,4500016005,5/22/2022,1002,8,1,10008,69,6/15/2022,6/10/2022,6/13/2022,6/13/2022,6/11/2022,6/11/2022,-5
16006,4500016006,4/13/2023,1002,5,1,10005,80,5/6/2023,5/5/2023,5/4/2023,5/4/2023,5/3/2023,5/3/2023,-1
16007,4500016007,7/25/2024,1003,6,1,10006,76,8/17/2024,8/14/2024,8/15/2024,8/15/2024,8/14/2024,8/14/2024,-3
16008,4500016008,1/13/2023,1003,6,1,10006,87,2/5/2023,2/2/2023,2/3/2023,2/3/2023,2/2/2023,2/2/2023,-3
16009,4500016009,11/25/2024,1002,8,1,10008,67,12/19/2024,12/16/2024,12/17/2024,12/17/2024,12/15/2024,12/15/2024,-3
16010,4500016010,4/16/2022,1002,5,2,20005,83,5/9/2022,5/4/2022,5/7/2022,5/7/2022,5/6/2022,5/6/2022,-5
16011,4500016011,1/25/2022,1001,4,1,10004,71,2/17/2022,2/16/2022,2/15/2022,2/15/2022,2/14/2022,2/14/2022,-1
16012,4500016012,2/10/2024,1002,8,1,10008,82,3/5/2024,3/18/2024,3/3/2024,3/16/2024,3/1/2024,3/14/2024,13
